year,id,authors,title,venue,paper_year
2000,0090323,"Wittemyer, G; Getz, WM","Hierarchical dominance structure and social organization in African elephants, Loxodonta africana",ANIMAL BEHAVIOUR,2007
2000,0090323,"Lloyd-Smith, JO; Getz, WM; Westerhoff, HV",Frequency-dependent incidence in models of sexually transmitted diseases: portrayal of pair-based transmission and effects of illness on contact behaviour,PROCEEDINGS OF THE ROYAL SOCIETY OF LONDON SERIES B-BIOLOGICAL SCIENCES,2004
2000,0090323,"Cross, PC; Lloyd-Smith, JO; Johnson, PLF; Getz, WM",Duelling timescales of host movement and disease recovery determine invasion of disease in structured populations,ECOLOGY LETTERS,2005
2000,0090323,"Lloyd-Smith, JO; Cross, PC; Briggs, CJ; Daugherty, M; Getz, WM; Latto, J; Sanchez, MS; Smith, AB; Swei, A",Should we expect population thresholds for wildlife disease?,TRENDS IN ECOLOGY & EVOLUTION,2005
2000,0090323,"Cross, PC; Lloyd-Smith, JO; Getz, WM",Disentangling association patterns in fission-fusion societies using African buffalo as an example,ANIMAL BEHAVIOUR,2005
2000,0090323,"Cross, PC; Getz, WM",Assessing vaccination as a control strategy in an ongoing epidemic: Bovine tuberculosis in African buffalo,ECOLOGICAL MODELLING,2006
2000,0090323,"Redfern, JV; Viljoen, PC; Kruger, JM; Getz, WM","Biases in estimating population size from an aerial census: a case study in the Kruger National Park, South Africa",SOUTH AFRICAN JOURNAL OF SCIENCE,2002
2000,0090323,"Lloyd-Smith, JO; Schreiber, SJ; Kopp, PE; Getz, WM",Superspreading and the effect of individual variation on disease emergence,NATURE,2005
2000,0090343,"Palinkas LA, Reedy K, Shepanek M, Smith M, Anghel M, Steel GD, Reeves D, Case HS, Do NV, and Reed HL.",Environmental influences on hypothalamic-thyroid function and behavior in Antarctica.,Physiology and Behavior,2007
2000,0090343,"Palinkas LA, and Suedfeld P",Psychological effects of polar expeditions,The Lancet,2007
2000,0090343,"Palinkas, L.A.",The psychology of isolated and confined environments: Understanding human behavior in Antarctica.,American Psychologist,2003
2000,0090343,"Mäkinen TM, Palinkas LA, Reeves DL, Pääkkönen T, Rintamäki H, Leppäluoto J, and Hassi J.",Effect of repeated exposures to cold on cognitive performance in humans,Physiology and Behavior,2006
2000,0090826,"M. Matsuzaki, N. Honkura G.C.R. Ellis-Davies and H. Kasai",Structural basis of functional synaptic plasticity in single dendritic spines,Nature,2004
2000,0090826,"E. Glowatzki, N. Cheng, H. Hiel, E. Yi, K. Tanaka, G.C.R. Ellis-Davies, J.D. Rothstein, and D.E. Bergles",The Glutamate-aspartate transporter (GLAST) mediates glutamate uptake at inner hair cell afferent synapses in the mammalian cochlea,J Neurosci,2006
2000,0090826,"G.C.R. Ellis-Davies*, M. Matsuzaki, M. Paukert, H. Kasai and D.E. Bergles,","4-Carboxymethyl-5,7-dinitroindolinyl-Glu: an improved caged glutamate for expeditious ultraviolet and 2-photon photolysis in brain slices",J Neurosci,2007
2000,0090826,"J. Noguchi, M. Matsuzaki, G.C.R. Ellis-Davies and H. Kasai",Spine-neck geometry determines NMDA-receptor dependent Ca signaling in dendrites,Neuron,2005
2000,0090826,"O. Fedoryak, J-Y. Sul, P.G. Haydon and G.C.R. Ellis-Davies",Synthesis of a caged glutamate for efficient one and two-photon photorelease on living cells,ChemComm,2005
2000,0090826,"Y. H. Huang, S.R. Sinha, O.D. Fedoryak, G.C.R. Ellis-Davies and D.E. Bergles","Synthesis and characterization of MNI-D-aspartate, a caged compound for selective activation of glutamate transporters and NMDA receptors in brain tissue",Biochemistry,2005
2000,0090835,"Kim, K.J. and Fernandez, V. M.",Effects of Ploidy and Recombination on Evolution of Robustness in a Model of the Segment Polarity Network,PLoS Computational Biology,2009
2000,0090835,"E. Meir, G. von Dassow, E. M. Munro, and G. M. Odell","Robustness, Flexibility, and the Role of Lateral Inhibition in the Neurogenic Network.",Current Biology,2002
2000,0091207,"Gibson, G. G., Harris, B. G., and Cook, P. F.",Two Metal Ions Are Required for Optimum Activity of the Ascaris suum Phosphofructokinase Reaction,Biochemistry,2006
2000,0091207,"Gojkovic, Z., Rislund, L., Andersen, B., Sandrini, M. P. B., Cook, P. F., Schnackerz, K. D., and Piskur, J.",Dihydropyrimidine Amidohydrolases and Dihydroorotases Share the Same Origin and Several Enzymatic Properties,Nucleic Acid Research,2003
2000,0091207,"Karsten, W. E., Liu, D., Rao, G. S. J., Harris, B. G., and Cook, P. F.",A Catalytic Triad Is Responsible for Acid-Base Chemistry in the Ascaris suum NAD-Malic Enzyme,Biochemistry,2005
2000,0091207,"Li, L., Zhang, L., and Cook, P. F.","Role of the S128, H186, and N187 Triad in Substrate Binding and Decarboxylation in the Sheep Liver 6-Phosphogluconate Dehydrogenase Reaction",Biochemistry,2006
2000,0091207,"Liu, D., Hwang, C.-C., and Cook, P. F.",Alternative Substrates for the Malic Enzyme Reaction: Oxidative Decarboxylation of L-Aspartate,Biochemistry,2002
2000,0091207,"Karsten, W. E., Tipton, P. A., and Cook, P. F.",Tartrate Dehydrogenase Catalyzes a Stepwise Oxidative Decarboxylation of D-Malate with NAD+ or thioNAD+ as the Dinucleotide Substrate,Biochemistry,2002
2000,0091207,"Karsten, W. E., Pais, J., Rao, G. S. J., Harris, B. G., and Cook, P. F.",Ascaris suum NAD-Malic Enzyme Is Activated by L-Malate and Fumarate of the from: Evidence for Separate Binding to Separate Allosteric Sites,Biochemistry,2003
2000,0091207,"Karsten, W. E., and Cook, P. F.",An Isothermal Titration Calorimetry Study of the Binding of Substrates and Ligands to the Tartrate Dehydrogenase from Pseudomonas putida Reveals Half-of-the-Sites Reactivity,Biochemistry,2006
2000,0091207,"Coleman, D. E., Rao, G. S. J., Goldsmith, E. J., Cook, P. F., and Harris, B. G.",Three Dimensional Structure of the NAD-Malic Enzyme from Ascaris suum.,Biochemistry,2002
2000,0091207,"Waldmann, G., Cook, P. F., and Schnackerz, K. D.",Purification and Properties of ?-Alanine Synthase from Calf Liver,Protein and Peptide Letters,2005
2000,0091207,"Schnackerz, K. D., Dobritzsch, D., Lindqvist, I., and Cook, P. F.",Dihydropyrimidine Dehydrogenase: A Flavoprotein with Four Iron-Sulfur Clusters,Biochimica Biophysica Acta,2004
2000,0091207,"Staab, J., Sundstrom, P. R., Tai, C.-H., and Cook, P. F.","Expression of transglutaminase substrate activity on Candida albicans germ tubes through a coiled, disulfide-bonded N-terminal domain of Hwp1 requires C-terminal glycosylphosphatidylinositol modification",Journal of Biological Chemistry,2004
2000,0091207,"Rao, G. S. J., Coleman, D. E., Karsten, W. E., Cook, P. F. and Harris, B. G.",Crystallographic Studies on a Closed Structure of Ascaris suum NAD-Malic Enzyme at 2.0< Resolution and Identification of an Effector Site,J. Biol. Chem.,2003
2000,0091207,"Janiak-Spens, F., Cook, P. F., and West, A. H.",Rapid Phosphoryl Transfer in the Osmoregulatory Two-component Phosphorelay Pathway,Biochemistry,2005
2000,0091207,"Li, L., and Cook, P. F.",The 2?-Phosphate of NADP is Responsible for Proper Orientation of the Nicotinamide Ring in the Oxidative Decarboxylation Reaction Catalyzed by Sheep Liver 6-Phosphogluconate Dehydrogenase,Journal of Biological Chemistry,2006
2000,0091207,"Li, L., Dworkowski, F., and Cook, P. F.",Importance of the 6-Phosphate-Binding Site of 6-Phosphogluconate in the Sheep Liver 6-Phosphogluconate Dehydrogenase,Jounal of Biological Chemistry,2006
2000,0091207,"Karsten, W. E., and Cook, Paul F",Multiple Isotope Effects as a Probe of the Tartrate Dehydrogenase Reaction,Nukleonika,2002
2000,0091474,"Iwerks, GS; Samet, H; Smith, KP",Maintenance of K-nn and spatial join queries on continuously moving points,ACM TRANSACTIONS ON DATABASE SYSTEMS,2006
2000,0091474,"W. C. Cheng, C. F. Chou, L. Golubchik and S. Khuller.",A Secure and Scalable Wide-Area Upload Service.,Proceedings of the 2nd International Conference on Internet Computing.,2001
2000,0091474,"Tanin, E; Harwood, A; Samet, H; Nayar, D; Nutanong, S",Building and querying a P2P virtual world,GEOINFORMATICA,2006
2000,0091474,"W. C. Cheng, L. Golubchik, D. G. Kay",Total Recall: Are Privacy Changes Inevitable?,Proceedings of First ACM Workshop on Continuous Archival and Retreival of Personal Experiences (CARPE'04),2004
2000,0091474,H. Samet,"Decoupling Partitioning and Grouping:  Overcoming Shortcomings of
Spatial Indexing with Bucketing",ACM Transactions on Database Systems,2004
2000,0091474,"B. Abdouni, W. C. Cheng, A. L.-H. Chow, L. Golubchik, and J. C.S. Lui",Picture-Perfect Streaming Over the Internet: Is there Hope?,"Special issue on Proxy Support for Streaming in the Internet
of IEEE Communications Magazine",2004
2000,0091474,"H. Samet, H. Alborzi, F. Brabec, C. Esperanca, G. R. Hjaltason,",Use of the sand spatial browser for digital,Communications of the ACM,2003
2000,0091474,"Jacox, EH; Samet, H",Spatial join techniques,ACM TRANSACTIONS ON DATABASE SYSTEMS,2007
2000,0091474,"Tanin, E; Harwood, A; Samet, H",Using a distributed quadtree index in peer-to-peer networks,VLDB JOURNAL,2007
2000,0091474,H. Samet,Object-based and Image-based Object Representations,ACM Computing Surveys,2004
2000,0091474,"Sankaranarayanan, J; Samet, H; Varshney, A",A fast all nearest neighbor algorithm for applications involving large point-clouds,COMPUTERS & GRAPHICS-UK,2007
2000,0091474,G. R. Hjaltason and H. Samet,"Speeding up construction of pmr
quadtree-based spatial indexes",VLDB Journal,2002
2000,0091474,"W. C. Cheng, C. F. Chou, L. Golubchik, S. Khuller, and H. Samet.",Scalable Data Collection for Internet-based Digital Government Applications.,Proceedings of the 1st National Conference on Digital Government Research.,2001
2000,0091474,"W.C. Cheng, C.F. Chou, L. Golubchik, S. Khuller, and Y.C. Wan.",Scalable and Secure Data Collection Using Bistro,National Conference on Digital Government Research,2002
2000,0091474,"William C. Cheng, Cheng-Fu Chou, Leana Golubchik, and Samir Khuller","A Performance Study of Bistro, a Scalable Upload Architecture",ACM SIGMETRICS Performance Evaluation Review,2002
2000,0091474,"S. Bhattacharjee, W. C. Cheng, C. F. Chou, L. Golubchik, and S. Khuller",Bistro:  a Platform for Building Scalable Wide-Area Upload Applications,ACM SIGMETRICS Performance Evaluation Review,2000
2000,0091474,G. R. Hjaltason and H. Samet,Improved Search Heuristics for the Sa-tree,Pattern Recognition Letters,2003
2000,0091474,"W.C. Cheng, C.F. Chou, L. Golubchik, S. Khuller, and Y.C. (Justin) Wan",A Performance Study of a Large-scale Data Collection Problem,"7th International Workshop on Web Caching and Content
        Distribution (WCW-7)",2002
2000,0091474,E. Jacox and H. Samet,Iterative Spatial Join,ACM Transactions on Database Systems,2003
2000,0091474,"G. Marchionini, H. Samet, and L. Brandt","Introduction to the
digital government special issue",Communications of the ACM,2003
2000,0091474,"B. Abdouni, W. C. Cheng, A. L.H. Chow, L. Golubchik, W.-J. Lee, J.C.S. Lui",Multi-path Streaming: Optimization and Performance Evaluation,"Proceedings of Multimedia Computing and Networking (MMCN'05),
IS&T/SPIE Symposium on Electronic Imaging
",2005
2000,0091474,"Lindenbaum, M; Samet, H; Hjaltason, GR",A probabilistic analysis of trie-based sorting of large collections of line segments in spatial databases,SIAM JOURNAL ON COMPUTING,2005
2000,0091474,"W. C. Cheng, C.-F. Chou, L. Golubchik, S. Khuller, and J. Y.C. Wan","A Coordinated Data Collection Approach: Design, Evaluation,
and Comparison","Special issue on Design, Implementation, and Analysis of Communication
Protocols of IEEE Journal on Selected Areas in Communication (JSAC)
",2004
2000,0091474,"W. C. Cheng, C.-F. Chou, L. Golubchik, S. Khuller, and J. Y.C. Wan",Large-scale Data Collection: a Coordinated Approach,IEEE INFOCOM,2003
2000,0091474,"Alborzi, H; Samet, H",Execution time analysis of a top-down R-tree construction algorithm,INFORMATION PROCESSING LETTERS,2007
2000,0091474,E. G. Hoel and H. Samet,Data Parallel Polygonization,Parallel Computing,2003
2000,0091474,"L. Cheung, C-F. Chou, L. Golubchik, Y. Yang",A Fault Tolerance Protocol for Uploads: Design and Evaluation,Proceedings of Second International Symposium of Parallel and Distributed Processing and Applications (ISPA 04),2004
2000,0091474,"A. L.H. Chow, L. Golubchik, and V. Misra",Improving BitTorrent: a Simple Approach,7th International Workshop on Peer-to-Peer Systems (IPTPS),2008
2000,0091474,G. R. Hjaltason and H. Samet,Properties of embedding methods for similarity searching in metric spaces,IEEE Transactions on Pattern Analysis and Machine Intelligence,2003
2000,0091474,"W.C. Cheng, C.F. Chou, and L. Golubchik",Performance of Batch-based Digital Signatures,"International Symposium on Modeling, Analysis and
        Simulation of Computer and Telecommunication Systems
        (IEEE MASCOTS)",2002
2000,0091474,"Brabec, F; Samet, H",Client-based spatial browsing on the world wide web,IEEE INTERNET COMPUTING,2007
2000,0091474,G. R. Hjaltason and H. Samet,Index-Driven Similarity Search in Metric Spaces,&ACM Transactions on Database Systems,2003
2000,0091474,"L. Golubchik, W. C. Cheng, C.-F. Chou, S. Khuller, C. J. Wan, and H. Samet","Bistro: A scalable and secure data transfer service for
digital government applications",Communications of the ACM,2003
2000,0091474,"W.C. Cheng, L. Cheung, C.F. Chou, L. Golubchik, and Y. Yang",Scalable and Secure Data Collection: Fault Tolerance Considerations,"Proceedings of National Conference on Digital Government Research,
Poster paper",2004
2000,0091505,"S. Adali, B. Hill, and M. Magdon-Ismail",Impact of Ranker Quality on Rank Aggregation Algorithms: Information vs. Robustness,Proceedings of Second International Workshop on Challenges in Web Information Retrieval and Integration,2006
2000,0091505,"Harrison, T. M., & Zappen, J. P.",Methodological and theoretical frameworks for the design of community information systems.,Journal of Computer-Mediated Communication,2003
2000,0091505,"Harrison, Teresa M., and James P. Zappen",Building Sustainable Community Information Systems: Lessons from a Digital Government Project,Proceedings of the 5th Annual Digital Government Conference,2005
2000,0091505,"Zappen, J., Harrison, T., Moore, V., & Williams, A.",Pattern Discussion: Collaborative Design of Community Information Systems.,Community Technology Review. Fall-Winter.  http://www.comtechreview.org/fall-02_winter-03/000125.html.,2002
2000,0091505,"S. Adali, M. Magdon-Ismail, and B. Hill Marshall",A classification algorithm for finding the optimal rank aggregation method,"Proc. of the 22nd International Symposium on Computer and Information Sciences, ISCIS 2007",2007
2000,0091505,"Adali, S., Bufi, C., and Sapino, M.L.","Ranked Relations:  Concepts, Applications and Query Languages for Multimedia",Proc. Intl. Workshop o Multimedia Information Systems,2003
2000,0091505,"Harrison, Teresa M., James P. Zappen, and Sibel Adali.",Cover Feature: Building Community Information Systems: The Connected Kids Case.,"Computer, published by the IEEE Computer Society. December. Pages 62-69.",2005
2000,0091675,"Gutierrez, CE; Hartenstine, D",Regularity of weak solutions to the Monge-Ampere equation,TRANSACTIONS OF THE AMERICAN MATHEMATICAL SOCIETY,2003
2000,0091675,"Clay, M",A fixed point theorem for deformation spaces of G-trees,COMMENTARII MATHEMATICI HELVETICI,2007
2000,0091675,"Guy, RD",Asymptotic analysis of PTT type closures for network models with variable junction concentrations,JOURNAL OF NON-NEWTONIAN FLUID MECHANICS,2004
2000,0091675,"Bell, RW",Three-dimensional FC Artin groups are CAT(0),GEOMETRIAE DEDICATA,2005
2000,0091675,"Folias, SE; Bressloff, PC",Stimulus-locked traveling waves and breathers in an excitatory neural network,SIAM JOURNAL ON APPLIED MATHEMATICS,2005
2000,0091675,"van Opstall, MA",Moduli of products of curves,ARCHIV DER MATHEMATIK,2005
2000,0091675,Clay M,Contractability of Deformation Spaces,Algebraic Geometry & Topology,2005
2000,0091675,Brendle T; Margalit D,Commensurations of the Johnson Kernel,Geometry and topology,2004
2000,0091675,"Bressloff, PC; Folias, SE",Front bifurcations in an excitatory neural network,SIAM JOURNAL ON APPLIED MATHEMATICS,2004
2000,0091675,Zhu J; Jabini A; Golden KM; Eicken H; Morris M,Network model for the fluid permeability of sea ice,Annals of Glaciology,2006
2000,0091675,"Rudd, M",A direct approach to Orlicz-Sobolev capacity,NONLINEAR ANALYSIS-THEORY METHODS & APPLICATIONS,2005
2000,0091675,"Fornberg, B; Larsson, E; Wright, G",A new class of oscillatory radial basis functions,COMPUTERS & MATHEMATICS WITH APPLICATIONS,2006
2000,0091675,Cattani E; Fernandez J,Asymptotic Hodge Theory and Quantum Products,Contemporary Mathematics,2001
2000,0091675,Rudd M,Solvability of nonautonomous variational equalities in Banach spaces,Differential and Integral Equations,2004
2000,0091675,"Vanniasegaram, S",Le Her with s suits and d denominations,JOURNAL OF APPLIED PROBABILITY,2006
2000,0091675,Hartenstine D, Aleksandrov-type estimates for a parabolic Monge-Ampere equation,Electron. J. Diff. Eqns.,2005
2000,0091675,"Horn, RA; Piepmeyer, GG",Two applications of the theory of primary matrix functions,LINEAR ALGEBRA AND ITS APPLICATIONS,2003
2000,0091675,"Wright, GB; Fornberg, B",Scattered node compact finite difference-type formulas generated from radial basis functions,JOURNAL OF COMPUTATIONAL PHYSICS,2006
2000,0091675,Korevaar N; Kusner R; Ratzkin J,On the nondegeneracy of constant mean curvature surfaces,Geom. Funct. Anal.,2006
2000,0091675,"Fornberg, B; Wright, G",Stable computation of multiquadric interpolants for all values of the shape parameter,COMPUTERS & MATHEMATICS WITH APPLICATIONS,2004
2000,0091675,"Griffith, P; Spiroff, S",Restriction of divisor classes to hypersurfaces in characteristic p,JOURNAL OF ALGEBRA,2004
2000,0091675,"Golden, KM; Heaton, AL; Eicken, H; Lytle, VI",Void bounds for fluid transport in sea ice,MECHANICS OF MATERIALS,2006
2000,0091675,"Brock, J; Margalit, D",Weil-Petersson isometries via the pants complex,PROCEEDINGS OF THE AMERICAN MATHEMATICAL SOCIETY,2007
2000,0091675,"Spiroff, S",The limiting behavior on the restriction of divisor classes to hypersurfaces,JOURNAL OF PURE AND APPLIED ALGEBRA,2004
2000,0091675,"Behrstock, J; Margalit, D",Curve complexes and finite index subgroups of mapping class groups,GEOMETRIAE DEDICATA,2006
2000,0091675,"Ratzkin, J",An end to end gluing construction for metrics of constant positive scalar curvature,INDIANA UNIVERSITY MATHEMATICS JOURNAL,2003
2000,0091675,"Guy, RD; Fogelson, AL",Stability of approximate projection methods on cell-centered grids,JOURNAL OF COMPUTATIONAL PHYSICS,2005
2000,0091675,"Rudd, M",Weak and strong solvability of parabolic variational inequalities in Banach spaces,JOURNAL OF EVOLUTION EQUATIONS,2004
2000,0091675,"Cattani, E; Fernandez, J",Frobenius modules and Hodge asymptotics,COMMUNICATIONS IN MATHEMATICAL PHYSICS,2003
2000,0091675,"Fornberg, B; Driscoll, TA; Wright, G; Charles, R",Observations on the behavior of radial basis function approximations near boundaries,COMPUTERS & MATHEMATICS WITH APPLICATIONS,2002
2000,0091675,"Margalit, D",Automorphisms of the pants complex,DUKE MATHEMATICAL JOURNAL,2004
2000,0091675,"Leininger, CJ; Margalit, D",Abstract commensurators of braid groups,JOURNAL OF ALGEBRA,2006
2000,0091675,"Folias, SE; Bressloff, PC",Breathing pulses in an excitatory neural network,SIAM JOURNAL ON APPLIED DYNAMICAL SYSTEMS,2004
2000,0091675,"Fornberg, B; Wright, G; Larsson, E",Some observations regarding interpolants in the limit of flat radial basis functions,COMPUTERS & MATHEMATICS WITH APPLICATIONS,2004
2000,0091675,"Gully, A; Backstrom, LGE; Eicken, H; Golden, KM",Complex bounds and microstructural recovery from measurements of sea ice permittivity,PHYSICA B-CONDENSED MATTER,2007
2000,0091675,"Guy, RD; Fogelson, AL",Probabilistic modeling of platelet aggregation: Effects of activation time and receptor occupancy,JOURNAL OF THEORETICAL BIOLOGY,2002
2000,0091675,Fogelson AL; Guy RD,Platelet-wall interactions in continuum models of platelet thrombosis: Formulation and numerical solution,IMA J. Math. Appl. Med. Biol.,2004
2000,0091675,Ciuperca C; Enescu F; Spiroff S,Asymptotic growth of powers ideals,Illinois J. Math.,2007
2000,0091675,Hartenstine D; Schmitt K,On generalized and viscosity solutions of nonlinear elliptic equations,Advanced Nonlinear Studies,2004
2000,0091675,Schmitt K; Rudd M,Variational inequalities of elliptic and parabolic type,Taiwanese J. Math.,2002
2000,0091675,"Van Opstall, M",Stable degenerations of surfaces isogenous to a product of curves,PROCEEDINGS OF THE AMERICAN MATHEMATICAL SOCIETY,2006
2000,0091675,"Bell, RW; Margalit, D",Braid groups and the co-Hopfian property,JOURNAL OF ALGEBRA,2006
2000,0091675,Livne OE; Wright GB,Fast multilevel evaluation of smooth radial basis function expansions,ETNA,2006
2000,0091675,"Folias, SE; Bressloff, PC",Breathers in two-dimensional neural media,PHYSICAL REVIEW LETTERS,2005
2000,0091675,"Bressloff, PC; Folias, SE; Prat, A; Li, YX",Oscillatory waves in inhomogeneous neural media,PHYSICAL REVIEW LETTERS,2003
2000,0091675,Cavaleri R; Hartenstine D,Math Circle: An outreach program at the University of Utah,FOCUS,2005
2000,0091736,"Vassiliki Karantza, Ernesto Freire and Evangelos N. Moudrianakis",Therodynamic Studies of the Core Histones: Stability of the Octamer Subunits in not Altered by Removal of their Terminal Domains,BIOCHEMISTRY,2001
2000,0091773,Hudson Turner,Order-consistent programs are cautiously monotonic,Theory and Practice of Logic Programming,2001
2000,0091773,Hudson Turner,Strong Equivalence for Causal Theories,Proceedings of the Seventh International Conference on Logic Programming and Nonmonotonic Reasoning (LPNMR),2004
2000,0091773,Hudson Turner,Polynomial-Length Planning Spans the Polynomial Hierarchy,Proceedings of the Eighth European Conference on Logics in Artificial Intelligence (JELIA),2002
2000,0091773,Hudson Turner,Strong equivalence for logic programs and default theories (made easy),"Proc. of the Sixth Int'l Conf. on Logic Programming and Nonmonotonic
Reasoning (LPNMR01)",2001
2000,0091773,"Enrico Giunchiglia, Joohyung Lee, Norman McCain, Vladimir Lifschitz,
and Hudson Turner",Nonmonotonic Causal Theories,Artificial Intelligence,2004
2000,0091773,"Varol Akman, Selim Erdogan, Joohyung Lee, Vladimir Lifschitz and Hudson Turner",Representing the Zoo World and the Traffic World in the language of the Causal Calculator,Artifical Intelligence,2004
2000,0091773,Hudson Turner,Strong equivalence made easy: nested expressions and weight constraints,Theory and Practice of Logic Programming,2003
2000,0091826,"Lisenbee CS, SK Karnik, RN Trelease",Overexpression and mislocalization of a tail-anchored GFP redefines the identity of peroxisomal ER,Traffic,2003
2000,0091826,"Lisenbee CS, M Heinze, RN Trelease",Peroxisomal ascorbate peroxidase resides within a subdomain of rough endoplasmic reticulum in wildtype Arabidopsis cells,Plant Physiology,2003
2000,0091826,"Lisenbee CS, MJ Lingard, RN Trelease",Arabidopsis peroxisomes possess functionally redundant membrane and matrix isoforms of monodehydroascorbate reductase.,The Plant Journal,2005
2000,0091826,"Flynn CR, M Heinze, U Schumann, C Gietl, RN Trelease","Compartmentation of the plant peroxin, AtPex10p, within domain(s) of ER.",Plant Science,2005
2000,0091826,"Leivar, L., VM Gonzalez, S Castel, RN Trelease, A Boronat, N Campos, A Ferrer, X Fernandez-Busquets",Subcellular localization of Arabidopsis 3-hydroxy-3-methylgutaryl-Coenzyme A reductase.,Plant Physiology,2005
2000,0091826,"Hunt, J and RN Trelease",Sorting pathway and molecular targeting signal for the Arabidopsis peroxin 3,Biochem Biophys Res Comm,2004
2000,0091826,"Karnik, SK and RN Trelease",Arabidopsis peroxin 16 coexists at steady state in peroxisomes and endoplasmic reticulum. Plant Physiol 138:1967-1983.,Plant Physiol,2005
2000,0091826,Lingard MJ and RN Trelease,"Five Arabidopsis peroxin 11 homologs individually promote peroxisome elongation, division without elongation, or aggregation.",Jour Cell Sci,2006
2000,0091826,Mullen RT and RN Trelease,"The ER-peroxisome connection in plants: development of the ""ER semi-autonomous peroxisome maturation and replication"" model for plant peroxisome biogenesis.",Biochim Biophys Acta - Molecular Cell Research.,2006
2000,0091826,Karnik SK and RN Trelease,Arabidopsis Peroxin 16 trafficks through the ER and an intermediate compartment to pre-existing peroxisomes via overlapping molecular targeting signals.,Jour Experimental Botany,2007
2000,0091953,"Esker, P.D., K.S. Gibb, A. Padovan, P. Dixon, and F.W. Nutter, Jr.",Use of survival analysis to determine the postincubation time-to-death of papaya due to yellow crinkle disease in Australia,Plant Disease,2006
2000,0091953,"Che, P., Love, T.M., Frame, B.R., Carriquiry, A.L., Wang, K., and Howell, S.H.",Gene expression patterns during somatic embryo development and germination in maize Hi II callus cultures,Plant Physiology,2006
2000,0091953,"Airoldi, E., Fienberg, S., Joutard, C., and Love, T.M.",Hierarchical Bayesian Mixed-Membership Models and Latent Pattern Discovery?,"International Journal of Parallel, Emergent and Distributed Systems",2005
2000,0091953,"Cody, J.D., Semrud-Clikeman, M. Hardies, L.J., Lancaster, J., Ghidoni, P.D., Schaub, R.L., Thompson, N.M., Wells, L., Cornell, J.E., Love, T.M., Fox, P.T., Leach, R.J., Kaye, C.I., and Hale, D.E.",Growth Hormone Benefits Children with 18q Deletions,American Journal of Medical Genetics,2005
2000,0091953,"Cook, K.A., Weinzierl, R.A., Pataky, J.K., Esker, P.D., and Nutter, F.W., Jr.","Population Densities of Corn Flea Beetle, (Coleoptera: Chrysomelidae)
and Incidence of Stewart's Wilt in Sweet Corn",J. Econ. Entomol.,2005
2000,0091953,"Swansom, R., Jia, Y., DeCook, R., Borsuk, L.A., Nettleton, D. and Schnabbe, P.S.",All possible modes of gene action are observed in a global comparison of gene expression in a maze F1 hybrid and its inbred parents.,PNAS,2006
2000,0091953,"Pethybridge, S.J., Esker, P.D., Hay, F., Wilson, C., and Nutter, F.W., Jr.",Spatiotemporal description of epidemics caused by Phoma ligulicola in Tasmanian pyrethrum fields,Phytopathology,2005
2000,0091953,"DeCook, R., Nettleton, D., Foster, C., and Wurtele, E.S.","Identifying differentially expressed genes in unreplicated 
multiple-treatment microarray timecourse experiments.",Computational Statistics and Data Analysis.,2006
2000,0091953,"Fridley, B., DeCook, R. and Butler, H.  E.",Expanding your statistical computing toolbox with Python,Statistical Computing & Graphics Newsletter,2005
2000,0091953,"Menelas, B., C.C. Block, P.D. Esker and F.W. Nutter, Jr.",Quantifying the feeding periods required by corn flea beetles to acquire and transmit Pantoea stewartii,Plant Disease,2006
2000,0091953,"Love, T.M., Shelley, M., and Keinert, F.",Redesigning Discrete Math as a web-based course: Lessons and Accomplish- ments?,Journal of STEM Education Innovations and Research,2006
2000,0091953,"Lall, S., Nettleton, D., DeCook, R., Che, P., and Howell, S.H.",QTLs associated with adventitous shoot formation in tissue culture and the program of shoot development in Arabidopsis,Genetics,2004
2000,0091953,"Esker, P.D., J. Obrycki, and F.W. Nutter, Jr.",Trap height and orientation of yellow sticky traps affect capter of Chaetocnema pulicaria (Coleoptera: Chrysomelidae),J. Econ. Entomol.,2004
2000,0091953,"Esker, P.D., J. Harri, P.M. Dixon and F.W. Nutter, Jr.",Comparison of models for forecasting Stewart's disease of corn in Iowa,Plant Disease,2006
2000,0091953,"DeCook, R., Lall, S., Nettleton, D., Che, P., and Howell, S.H.",Genetic regulation of gene expression during shoot development in Arabidopsis Genetics.,Genetics,2005
2000,0091961,"Miller, M. W., N. T. Hobbs, and S. J. Tavener",Dynamics of prion disease transmission in mule deer,Ecological Applications,2006
2000,0091961,"Jewell, J. E., M. M. Conner, M. W. Miller, L. L. Wolfe, and E. S. Williams",Low frequency of PrP genotype 225SF among free-ranging mule deer (Odocoileus hemionus) with chronic wasting disease,Journal of General Virology,2005
2000,0091961,"Conner, M. M. and M. W. Miller",Movement patterns and spatial epidemiology of a prion disease in mule deer population units,Ecological Applications,2004
2000,0091961,"Farnsworth, M. L., L. L. Wolfe, N. T. Hobbs, K. P. Burnham, E. W. Williams, D. M. Theobald, M. M. Conner, and M. W. Miller",Human land use influences chronic wasting disease prevalence in mule deer,Ecological Applications,2005
2000,0091961,"Farnsworth, M.L., J.A. Hoeting, N.T. Hobbs, and M.W. Miller",Linking chronic wasting disease to mule deer movement scales: A hierarchical Bayesian approach,Ecological Applications,2006
2000,0091961,"Miller, M. W., E. S. Williams, N. T. Hobbs, and L. L. Wolfe",Environmental sources of prion transmission in mule deer,Emerging Infectious Diseases,2004
